IDX,ID,Anho,Mes,Descripcion,Total,Total_Previo,Total_Acumulado
1419,201410,2014,10,Cebreiro,737,7728,8465
1420,201410,2014,10,Le Puy,508,0,508
1421,201410,2014,10,León,901,6186,7087
1422,201410,2014,10,Oporto,1048,0,1048
1423,201410,2014,10,Ponferrada,641,7087,7728
1424,201410,2014,10,Resto,7170,0,7170
1425,201410,2014,10,Resto Asturias - C.N,528,0,528
1426,201410,2014,10,Roncesvalles,723,5463,6186
1427,201410,2014,10,S. Jean P. Port,4955,508,5463
1428,201410,2014,10,Sarria,5250,8465,13715
1429,201410,2014,10,Tui,744,1048,1792
1430,201411,2014,11,Cebreiro,208,1869,2077
1431,201411,2014,11,Ferrol,116,0,116
1432,201411,2014,11,León,190,1567,1757
1433,201411,2014,11,Oporto,170,0,170
1434,201411,2014,11,Pamplona,154,1413,1567
1435,201411,2014,11,Ponferrada,112,1757,1869
1436,201411,2014,11,Resto,1530,0,1530
1437,201411,2014,11,Roncesvalles,184,1229,1413
1438,201411,2014,11,S. Jean P. Port,1229,0,1229
1439,201411,2014,11,Sarria,750,2077,2827
1440,201411,2014,11,Tui,160,170,330
1441,201412,2014,12,Cebreiro,76,483,559
1442,201412,2014,12,Ferrol,89,0,89
1443,201412,2014,12,León,67,354,421
1444,201412,2014,12,Oporto,89,0,89
1445,201412,2014,12,Ponferrada,62,421,483
1446,201412,2014,12,Resto,636,0,636
1447,201412,2014,12,Roncesvalles,94,260,354
1448,201412,2014,12,S. Jean P. Port,260,0,260
1449,201412,2014,12,Sarria,328,559,887
1450,201412,2014,12,Tui,114,144,258
1451,201412,2014,12,Valença do Minho,55,89,144
1452,201501,2015,1,Cebreiro,102,376,478
1453,201501,2015,1,Ferrol,50,0,50
1454,201501,2015,1,León,72,263,335
1455,201501,2015,1,Oporto,72,0,72
1456,201501,2015,1,Pamplona,46,217,263
1457,201501,2015,1,Ponferrada,41,335,376
1458,201501,2015,1,Resto,321,0,321
1459,201501,2015,1,Roncesvalles,31,186,217
1460,201501,2015,1,S. Jean P. Port,186,0,186
1461,201501,2015,1,Sarria,234,478,712
1462,201501,2015,1,Tui,62,72,134
1463,201502,2015,2,Cebreiro,96,339,435
1464,201502,2015,2,León,48,228,276
1465,201502,2015,2,Oporto,63,0,63
1466,201502,2015,2,Pamplona,52,176,228
1467,201502,2015,2,Ponferrada,63,276,339
1468,201502,2015,2,Resto,337,0,337
1469,201502,2015,2,S. Jean P. Port,176,0,176
1470,201502,2015,2,Sarria,528,483,1011
1471,201502,2015,2,Triacastela,48,435,483
1472,201502,2015,2,Tui,65,131,196
1473,201502,2015,2,Valença do Minho,68,63,131
1474,201503,2015,3,Cebreiro,293,761,1054
1475,201503,2015,3,Ferrol,137,0,137
1476,201503,2015,3,León,161,438,599
1477,201503,2015,3,Oporto,265,0,265
1478,201503,2015,3,Ponferrada,162,599,761
1479,201503,2015,3,Resto,1367,0,1367
1480,201503,2015,3,Roncesvalles,148,290,438
1481,201503,2015,3,S. Jean P. Port,290,0,290
1482,201503,2015,3,Sarria,1905,1054,2959
1483,201503,2015,3,Tui,186,431,617
1484,201503,2015,3,Valença do Minho,166,265,431
1485,201504,2015,4,Cebreiro,863,2923,3786
1486,201504,2015,4,Ferrol,661,0,661
1487,201504,2015,4,León,647,1732,2379
1488,201504,2015,4,Oporto,941,0,941
1489,201504,2015,4,Ponferrada,544,2379,2923
1490,201504,2015,4,Resto,4988,0,4988
1491,201504,2015,4,Roncesvalles,436,1296,1732
1492,201504,2015,4,S. Jean P. Port,1296,0,1296
1493,201504,2015,4,Sarria,5547,3786,9333
1494,201504,2015,4,Tui,1196,1543,2739
1495,201504,2015,4,Valença do Minho,602,941,1543
1496,201505,2015,5,Astorga,752,6938,7690
1497,201505,2015,5,Cebreiro,1001,8587,9588
1498,201505,2015,5,Ferrol,761,0,761
1499,201505,2015,5,León,1578,5360,6938
1500,201505,2015,5,Oporto,2363,0,2363
1501,201505,2015,5,Ponferrada,897,7690,8587
1502,201505,2015,5,Resto,10320,0,10320
1503,201505,2015,5,Roncesvalles,959,4401,5360
1504,201505,2015,5,S. Jean P. Port,4401,0,4401
1505,201505,2015,5,Sarria,6886,9588,16474
1506,201505,2015,5,Tui,1158,2363,3521
1507,201506,2015,6,Cebreiro,1319,9731,11050
1508,201506,2015,6,Ferrol,1052,0,1052
1509,201506,2015,6,León,1634,7019,8653
1510,201506,2015,6,Oporto,1735,0,1735
1511,201506,2015,6,Oviedo - C.P.,995,0,995
1512,201506,2015,6,Ponferrada,1078,8653,9731
1513,201506,2015,6,Resto,11390,0,11390
1514,201506,2015,6,Roncesvalles,1207,5812,7019
1515,201506,2015,6,S. Jean P. Port,5812,0,5812
1516,201506,2015,6,Sarria,8397,11050,19447
1517,201506,2015,6,Tui,1304,1735,3039
1518,201507,2015,7,Astorga,1451,5638,7089
1519,201507,2015,7,Cebreiro,1962,8726,10688
1520,201507,2015,7,Ferrol,1783,0,1783
1521,201507,2015,7,León,1604,4034,5638
1522,201507,2015,7,Oporto,1624,0,1624
1523,201507,2015,7,Oviedo - C.P.,1058,0,1058
1524,201507,2015,7,Ponferrada,1637,7089,8726
1525,201507,2015,7,Resto,15001,0,15001
1526,201507,2015,7,S. Jean P. Port,4034,0,4034
1527,201507,2015,7,Sarria,11462,10688,22150
1528,201507,2015,7,Tui,3178,1624,4802
1529,201508,2015,8,Cebreiro,2236,9781,12017
1530,201508,2015,8,Ferrol,2130,0,2130
1531,201508,2015,8,León,2422,5406,7828
1532,201508,2015,8,Oporto,2050,0,2050
1533,201508,2015,8,Oviedo - C.P.,1646,0,1646
1534,201508,2015,8,Ponferrada,1953,7828,9781
1535,201508,2015,8,Resto,17886,0,17886
1536,201508,2015,8,Roncesvalles,1505,3901,5406
1537,201508,2015,8,S. Jean P. Port,3901,0,3901
1538,201508,2015,8,Sarria,15266,12017,27283
1539,201508,2015,8,Tui,3799,2050,5849
1540,201509,2015,9,Cebreiro,1469,8084,9553
1541,201509,2015,9,Ferrol,1246,0,1246
1542,201509,2015,9,León,1993,4895,6888
1543,201509,2015,9,Oporto,2454,0,2454
1544,201509,2015,9,Oviedo - C.P.,1116,0,1116
1545,201509,2015,9,Ponferrada,1196,6888,8084
1546,201509,2015,9,Resto,11403,0,11403
1547,201509,2015,9,Roncesvalles,1072,3823,4895
1548,201509,2015,9,S. Jean P. Port,3823,0,3823
1549,201509,2015,9,Sarria,9864,9553,19417
1550,201509,2015,9,Tui,1793,2454,4247
1551,201510,2015,10,Cebreiro,728,8495,9223
1552,201510,2015,10,Ferrol,577,0,577
1553,201510,2015,10,León,1075,6770,7845
1554,201510,2015,10,Oporto,1327,0,1327
1555,201510,2015,10,Pamplona,562,6208,6770
1556,201510,2015,10,Ponferrada,650,7845,8495
1557,201510,2015,10,Resto,7635,0,7635
1558,201510,2015,10,Roncesvalles,750,5458,6208
1559,201510,2015,10,S. Jean P. Port,5458,0,5458
1560,201510,2015,10,Sarria,5986,9223,15209
1561,201510,2015,10,Tui,828,1327,2155
1562,201511,2015,11,Cebreiro,224,2050,2274
1563,201511,2015,11,Ferrol,164,0,164
1564,201511,2015,11,León,177,1745,1922
1565,201511,2015,11,Oporto,208,0,208
1566,201511,2015,11,Pamplona,158,1587,1745
1567,201511,2015,11,Ponferrada,128,1922,2050
1568,201511,2015,11,Resto,1578,0,1578
1569,201511,2015,11,Roncesvalles,201,1386,1587
1570,201511,2015,11,S. Jean P. Port,1386,0,1386
1571,201511,2015,11,Sarria,860,2274,3134
1572,201511,2015,11,Tui,144,208,352
1573,201512,2015,12,Cebreiro,57,494,551
1574,201512,2015,12,Ferrol,104,0,104
1575,201512,2015,12,León,84,357,441
1576,201512,2015,12,Oporto,96,0,96
1577,201512,2015,12,Ponferrada,53,441,494
1578,201512,2015,12,Resto,688,0,688
1579,201512,2015,12,Roncesvalles,65,292,357
1580,201512,2015,12,S. Jean P. Port,292,0,292
1581,201512,2015,12,Sarria,472,551,1023
1582,201512,2015,12,Tui,86,161,247
1583,201512,2015,12,Valença do Minho,65,96,161
1584,201601,2016,1,Astorga,44,286,330
1585,201601,2016,1,Cebreiro,57,374,431
1586,201601,2016,1,Ferrol,58,0,58
1587,201601,2016,1,León,75,211,286
1588,201601,2016,1,Oporto,66,0,66
1589,201601,2016,1,Pamplona,44,167,211
1590,201601,2016,1,Ponferrada,44,330,374
1591,201601,2016,1,Resto,406,0,406
1592,201601,2016,1,S. Jean P. Port,167,0,167
1593,201601,2016,1,Sarria,282,431,713
1594,201601,2016,1,Tui,61,66,127
1595,201602,2016,2,Cebreiro,113,444,557
1596,201602,2016,2,Ferrol,115,0,115
1597,201602,2016,2,León,89,302,391
1598,201602,2016,2,Oporto,104,0,104
1599,201602,2016,2,Pamplona,70,232,302
1600,201602,2016,2,Ponferrada,53,391,444
1601,201602,2016,2,Resto,375,0,375
1602,201602,2016,2,Roncesvalles,48,184,232
1603,201602,2016,2,S. Jean P. Port,184,0,184
1604,201602,2016,2,Sarria,505,557,1062
1605,201602,2016,2,Tui,77,104,181
1606,201603,2016,3,Cebreiro,501,1375,1876
1607,201603,2016,3,Ferrol,505,0,505
1608,201603,2016,3,León,301,714,1015
1609,201603,2016,3,Oporto,567,0,567
1610,201603,2016,3,Ponferrada,360,1015,1375
1611,201603,2016,3,Resto,2797,0,2797
1612,201603,2016,3,Roncesvalles,254,460,714
1613,201603,2016,3,S. Jean P. Port,460,0,460
1614,201603,2016,3,Sarria,4276,1876,6152
1615,201603,2016,3,Tui,645,968,1613
1616,201603,2016,3,Valença do Minho,401,567,968
1617,201604,2016,4,Cebreiro,451,2818,3269
1618,201604,2016,4,Ferrol,463,0,463
1619,201604,2016,4,León,682,1796,2478
1620,201604,2016,4,Oporto,1298,0,1298
1621,201604,2016,4,Ponferrada,340,2478,2818
1622,201604,2016,4,Resto,4578,0,4578
1623,201604,2016,4,Roncesvalles,319,1477,1796
1624,201604,2016,4,S. Jean P. Port,1477,0,1477
1625,201604,2016,4,Sarria,4396,3269,7665
1626,201604,2016,4,Tui,594,1800,2394
1627,201604,2016,4,Valença do Minho,502,1298,1800
1628,201605,2016,5,Cebreiro,874,8645,9519
1629,201605,2016,5,Ferrol,975,0,975
1630,201605,2016,5,León,1666,6080,7746
1631,201605,2016,5,Oporto,2843,0,2843
1632,201605,2016,5,Ponferrada,899,7746,8645
1633,201605,2016,5,Resto,10358,0,10358
1634,201605,2016,5,Roncesvalles,924,5156,6080
1635,201605,2016,5,S. Jean P. Port,5156,0,5156
1636,201605,2016,5,Sarria,7197,9519,16716
1637,201605,2016,5,Tui,1122,3605,4727
1638,201605,2016,5,Valença do Minho,762,2843,3605
1639,201606,2016,6,Cebreiro,1311,10065,11376
1640,201606,2016,6,Ferrol,1167,0,1167
1641,201606,2016,6,León,1770,7278,9048
1642,201606,2016,6,Oporto,2420,0,2420
1643,201606,2016,6,Oviedo - C.P.,1045,0,1045
1644,201606,2016,6,Ponferrada,1017,9048,10065
1645,201606,2016,6,Resto,12470,0,12470
1646,201606,2016,6,Roncesvalles,1034,6244,7278
1647,201606,2016,6,S. Jean P. Port,6244,0,6244
1648,201606,2016,6,Sarria,8994,11376,20370
1649,201606,2016,6,Tui,1598,2420,4018
1650,201607,2016,7,Astorga,1294,5927,7221
1651,201607,2016,7,Cebreiro,2146,8625,10771
1652,201607,2016,7,Ferrol,1836,0,1836
1653,201607,2016,7,León,1750,4177,5927
1654,201607,2016,7,Oporto,2180,0,2180
1655,201607,2016,7,Oviedo - C.P.,1153,0,1153
1656,201607,2016,7,Ponferrada,1404,7221,8625
1657,201607,2016,7,Resto,14468,0,14468
1658,201607,2016,7,S. Jean P. Port,4177,0,4177
1659,201607,2016,7,Sarria,11955,10771,22726
1660,201607,2016,7,Tui,3108,2180,5288
1661,201608,2016,8,Cebreiro,2095,8052,10147
1662,201608,2016,8,Ferrol,2176,0,2176
1663,201608,2016,8,León,2310,3942,6252
1664,201608,2016,8,Oporto,2465,0,2465
1665,201608,2016,8,Oviedo - C.P.,1757,0,1757
1666,201608,2016,8,Ponferrada,1800,6252,8052
1667,201608,2016,8,Resto,16653,0,16653
1668,201608,2016,8,S. Jean P. Port,3942,0,3942
1669,201608,2016,8,Sarria,14938,10147,25085
1670,201608,2016,8,Tui,4026,4007,8033
1671,201608,2016,8,Valença do Minho,1542,2465,4007
1672,201609,2016,9,Cebreiro,1297,8191,9488
1673,201609,2016,9,Ferrol,1233,0,1233
1674,201609,2016,9,León,1936,5018,6954
1675,201609,2016,9,Oporto,3252,0,3252
1676,201609,2016,9,Oviedo - C.P.,1109,0,1109
1677,201609,2016,9,Ponferrada,1237,6954,8191
1678,201609,2016,9,Resto,11666,0,11666
1679,201609,2016,9,Roncesvalles,864,4154,5018
1680,201609,2016,9,S. Jean P. Port,4154,0,4154
1681,201609,2016,9,Sarria,10900,9488,20388
1682,201609,2016,9,Tui,2501,3252,5753
1683,201610,2016,10,Cebreiro,717,8430,9147
1684,201610,2016,10,Ferrol,668,0,668
1685,201610,2016,10,León,1125,6490,7615
1686,201610,2016,10,Oporto,2052,0,2052
1687,201610,2016,10,Oviedo - C.P.,682,0,682
1688,201610,2016,10,Ponferrada,815,7615,8430
1689,201610,2016,10,Resto,8273,0,8273
1690,201610,2016,10,Roncesvalles,671,5819,6490
1691,201610,2016,10,S. Jean P. Port,5819,0,5819
1692,201610,2016,10,Sarria,6377,9147,15524
1693,201610,2016,10,Tui,1023,2052,3075
1694,201611,2016,11,Cebreiro,196,2115,2311
1695,201611,2016,11,Ferrol,173,0,173
1696,201611,2016,11,León,263,1852,2115
1697,201611,2016,11,Oporto,367,0,367
1698,201611,2016,11,Oviedo - C.P.,177,0,177
1699,201611,2016,11,Pamplona,167,1685,1852
1700,201611,2016,11,Resto,1847,0,1847
1701,201611,2016,11,Roncesvalles,167,1518,1685
1702,201611,2016,11,S. Jean P. Port,1518,0,1518
1703,201611,2016,11,Sarria,1245,2311,3556
1704,201611,2016,11,Tui,274,367,641
1705,201612,2016,12,Cebreiro,98,590,688
1706,201612,2016,12,Ferrol,109,0,109
1707,201612,2016,12,Oporto,112,0,112
1708,201612,2016,12,Ourense,132,0,132
1709,201612,2016,12,Ponferrada,93,497,590
1710,201612,2016,12,Resto,899,0,899
1711,201612,2016,12,Roncesvalles,139,358,497
1712,201612,2016,12,S. Jean P. Port,358,0,358
1713,201612,2016,12,Sarria,701,688,1389
1714,201612,2016,12,Tui,129,206,335
1715,201612,2016,12,Valença do Minho,94,112,206
1716,201701,2017,1,Cebreiro,42,356,398
1717,201701,2017,1,Ferrol,60,0,60
1718,201701,2017,1,León,76,231,307
1719,201701,2017,1,Oporto,102,0,102
1720,201701,2017,1,Pamplona,48,183,231
1721,201701,2017,1,Ponferrada,49,307,356
1722,201701,2017,1,Resto,380,0,380
1723,201701,2017,1,S. Jean P. Port,183,0,183
1724,201701,2017,1,Sarria,277,398,675
1725,201701,2017,1,Tui,92,147,239
1726,201701,2017,1,Valença do Minho,45,102,147
1727,201702,2017,2,Ferrol,46,0,46
1728,201702,2017,2,León,73,282,355
1729,201702,2017,2,Oporto,128,0,128
1730,201702,2017,2,Oviedo - C.P.,39,0,39
1731,201702,2017,2,Pamplona,49,233,282
1732,201702,2017,2,Ponferrada,50,355,405
1733,201702,2017,2,Resto,465,0,465
1734,201702,2017,2,S. Jean P. Port,233,0,233
1735,201702,2017,2,Sarria,494,405,899
1736,201702,2017,2,Tui,80,167,247
1737,201702,2017,2,Valença do Minho,39,128,167
1738,201703,2017,3,Cebreiro,249,715,964
1739,201703,2017,3,Ferrol,143,0,143
1740,201703,2017,3,León,182,384,566
1741,201703,2017,3,Oporto,603,0,603
1742,201703,2017,3,Pamplona,91,293,384
1743,201703,2017,3,Ponferrada,149,566,715
1744,201703,2017,3,Resto,1304,0,1304
1745,201703,2017,3,S. Jean P. Port,293,0,293
1746,201703,2017,3,Sarria,1559,964,2523
1747,201703,2017,3,Tui,388,818,1206
1748,201703,2017,3,Valença do Minho,215,603,818
1749,201704,2017,4,Cebreiro,1058,3581,4639
1750,201704,2017,4,Ferrol,1038,0,1038
1751,201704,2017,4,León,783,2159,2942
1752,201704,2017,4,Oporto,2197,0,2197
1753,201704,2017,4,Ponferrada,639,2942,3581
1754,201704,2017,4,Resto,7200,0,7200
1755,201704,2017,4,Roncesvalles,557,1602,2159
1756,201704,2017,4,S. Jean P. Port,1602,0,1602
1757,201704,2017,4,Sarria,9077,4639,13716
1758,201704,2017,4,Tui,1648,3323,4971
1759,201704,2017,4,Valença do Minho,1126,2197,3323
1760,201705,2017,5,Cebreiro,984,8401,9385
1761,201705,2017,5,Ferrol,1087,0,1087
1762,201705,2017,5,León,1668,5975,7643
1763,201705,2017,5,Oporto,3708,0,3708
1764,201705,2017,5,Oviedo - C.P.,940,0,940
1765,201705,2017,5,Ponferrada,758,7643,8401
1766,201705,2017,5,Resto,10956,0,10956
1767,201705,2017,5,Roncesvalles,775,5200,5975
1768,201705,2017,5,S. Jean P. Port,5200,0,5200
1769,201705,2017,5,Sarria,7860,9385,17245
1770,201705,2017,5,Tui,1411,3708,5119
1771,201706,2017,6,Cebreiro,1173,9636,10809
1772,201706,2017,6,Ferrol,1275,0,1275
1773,201706,2017,6,León,1702,6973,8675
1774,201706,2017,6,Oporto,3255,0,3255
1775,201706,2017,6,Oviedo - C.P.,1202,0,1202
1776,201706,2017,6,Ponferrada,961,8675,9636
1777,201706,2017,6,Resto,12397,0,12397
1778,201706,2017,6,Roncesvalles,876,6097,6973
1779,201706,2017,6,S. Jean P. Port,6097,0,6097
1780,201706,2017,6,Sarria,10685,10809,21494
1781,201706,2017,6,Tui,1996,3255,5251
1782,201707,2017,7,Astorga,1183,5672,6855
1783,201707,2017,7,Cebreiro,1744,8260,10004
1784,201707,2017,7,Ferrol,1936,0,1936
1785,201707,2017,7,León,1512,4160,5672
1786,201707,2017,7,Oporto,2490,0,2490
1787,201707,2017,7,Oviedo - C.P.,1258,0,1258
1788,201707,2017,7,Ponferrada,1405,6855,8260
1789,201707,2017,7,Resto,15963,0,15963
1790,201707,2017,7,S. Jean P. Port,4160,0,4160
1791,201707,2017,7,Sarria,11898,10004,21902
1792,201707,2017,7,Tui,3921,2490,6411
1793,201708,2017,8,Cebreiro,2071,7878,9949
1794,201708,2017,8,Ferrol,2503,0,2503
1795,201708,2017,8,León,2296,3919,6215
1796,201708,2017,8,Oporto,2957,0,2957
1797,201708,2017,8,Oviedo - C.P.,1760,0,1760
1798,201708,2017,8,Ponferrada,1663,6215,7878
1799,201708,2017,8,Resto,17009,0,17009
1800,201708,2017,8,S. Jean P. Port,3919,0,3919
1801,201708,2017,8,Sarria,16133,9949,26082
1802,201708,2017,8,Tui,6191,4135,10326
1803,201708,2017,8,Valença do Minho,1178,2957,4135
1804,201709,2017,9,Cebreiro,1393,6800,8193
1805,201709,2017,9,Ferrol,1404,0,1404
1806,201709,2017,9,León,1940,3796,5736
1807,201709,2017,9,Oporto,3573,0,3573
1808,201709,2017,9,Oviedo - C.P.,1273,0,1273
1809,201709,2017,9,Ponferrada,1064,5736,6800
1810,201709,2017,9,Resto,12083,0,12083
1811,201709,2017,9,S. Jean P. Port,3796,0,3796
1812,201709,2017,9,Sarria,12215,8193,20408
1813,201709,2017,9,Tui,2524,4497,7021
1814,201709,2017,9,Valença do Minho,924,3573,4497
1815,201710,2017,10,Cebreiro,981,8359,9340
1816,201710,2017,10,Ferrol,1025,0,1025
1817,201710,2017,10,León,1066,6578,7644
1818,201710,2017,10,Oporto,2572,0,2572
1819,201710,2017,10,Oviedo - C.P.,696,0,696
1820,201710,2017,10,Ponferrada,715,7644,8359
1821,201710,2017,10,Resto,8961,0,8961
1822,201710,2017,10,Roncesvalles,732,5846,6578
1823,201710,2017,10,S. Jean P. Port,5846,0,5846
1824,201710,2017,10,Sarria,7462,9340,16802
1825,201710,2017,10,Tui,1285,2572,3857
1826,201711,2017,11,Cebreiro,261,2009,2270
1827,201711,2017,11,Ferrol,196,0,196
1828,201711,2017,11,Irún,168,0,168
1829,201711,2017,11,León,253,1756,2009
1830,201711,2017,11,Oporto,569,0,569
1831,201711,2017,11,Oviedo - C.P.,191,0,191
1832,201711,2017,11,Resto,2298,0,2298
1833,201711,2017,11,Roncesvalles,238,1518,1756
1834,201711,2017,11,S. Jean P. Port,1518,0,1518
1835,201711,2017,11,Sarria,1319,2270,3589
1836,201711,2017,11,Tui,335,569,904
1837,201712,2017,12,Cebreiro,142,534,676
1838,201712,2017,12,Ferrol,109,0,109
1839,201712,2017,12,León,63,471,534
1840,201712,2017,12,Oporto,181,0,181
1841,201712,2017,12,Pamplona,57,414,471
1842,201712,2017,12,Resto,834,0,834
1843,201712,2017,12,Roncesvalles,84,330,414
1844,201712,2017,12,S. Jean P. Port,330,0,330
1845,201712,2017,12,Sarria,739,676,1415
1846,201712,2017,12,Tui,268,267,535
1847,201712,2017,12,Valença do Minho,86,181,267
1848,201801,2018,1,Astorga,21,406,427
1849,201801,2018,1,Burgos,28,286,314
1850,201801,2018,1,Cebreiro,74,497,571
1851,201801,2018,1,Ferrol,75,0,75
1852,201801,2018,1,León,79,314,393
1853,201801,2018,1,Lisboa,19,0,19
1854,201801,2018,1,Lugo - C.P.,25,76,101
1855,201801,2018,1,Oporto,121,0,121
1856,201801,2018,1,Oporto Costa,16,19,35
1857,201801,2018,1,Ourense,16,0,16
1858,201801,2018,1,Oviedo - C.P.,76,0,76
1859,201801,2018,1,Pamplona,54,232,286
1860,201801,2018,1,Ponferrada,54,427,481
1861,201801,2018,1,Resto,223,0,223
1862,201801,2018,1,Roncesvalles,31,201,232
1863,201801,2018,1,S. Jean P. Port,201,0,201
1864,201801,2018,1,Sarria,383,571,954
1865,201801,2018,1,Sevilla,13,0,13
1866,201801,2018,1,Tui,66,157,223
1867,201801,2018,1,Valença do Minho,36,121,157
1868,201801,2018,1,Vilafranca,16,481,497
1869,201802,2018,2,Astorga,30,341,371
1870,201802,2018,2,Cebreiro,75,417,492
1871,201802,2018,2,Ferrol,73,0,73
1872,201802,2018,2,León,53,266,319
1873,201802,2018,2,Lisboa,25,0,25
1874,201802,2018,2,Lugo - C.P.,38,31,69
1875,201802,2018,2,Oporto,197,42,239
1876,201802,2018,2,Ourense,30,0,30
1877,201802,2018,2,Oviedo - C.P.,31,0,31
1878,201802,2018,2,Pamplona,49,217,266
1879,201802,2018,2,Ponferrada,46,371,417
1880,201802,2018,2,Ponte de Lima,31,239,270
1881,201802,2018,2,Resto,324,0,324
1882,201802,2018,2,Resto Portugal,42,0,42
1883,201802,2018,2,Roncesvalles,37,180,217
1884,201802,2018,2,S. Jean P. Port,180,0,180
1885,201802,2018,2,Sarria,528,492,1020
1886,201802,2018,2,Sevilla,22,0,22
1887,201802,2018,2,Tui,152,460,612
1888,201802,2018,2,Valença do Minho,190,270,460
1889,201802,2018,2,Viana do Castelo,28,25,53
1890,201803,2018,3,Astorga,83,791,874
1891,201803,2018,3,Cebreiro,443,1059,1502
1892,201803,2018,3,Ferrol,371,0,371
1893,201803,2018,3,León,197,594,791
1894,201803,2018,3,Lugo - C.P.,126,136,262
1895,201803,2018,3,Oporto,853,0,853
1896,201803,2018,3,Oporto Costa,91,0,91
1897,201803,2018,3,Ourense,219,0,219
1898,201803,2018,3,Oviedo - C.P.,136,0,136
1899,201803,2018,3,Pamplona,81,513,594
1900,201803,2018,3,Ponferrada,185,874,1059
1901,201803,2018,3,Porriño,79,2315,2394
1902,201803,2018,3,Resto,1313,0,1313
1903,201803,2018,3,Roncesvalles,151,362,513
1904,201803,2018,3,S. Jean P. Port,362,0,362
1905,201803,2018,3,Sarria,4476,1581,6057
1906,201803,2018,3,Triacastela,79,1502,1581
1907,201803,2018,3,Tui,981,1334,2315
1908,201803,2018,3,Valença do Minho,481,853,1334
1909,201803,2018,3,Vigo,243,91,334
1910,201803,2018,3,Vilalba,106,0,106
1911,201804,2018,4,Astorga,287,2971,3258
1912,201804,2018,4,Cebreiro,444,3678,4122
1913,201804,2018,4,Ferrol,913,0,913
1914,201804,2018,4,Irún,198,0,198
1915,201804,2018,4,León,696,2057,2753
1916,201804,2018,4,Lugo - C.P.,275,428,703
1917,201804,2018,4,Oporto,2757,0,2757
1918,201804,2018,4,Oporto Costa,361,0,361
1919,201804,2018,4,Ourense,263,0,263
1920,201804,2018,4,Oviedo - C.P.,428,0,428
1921,201804,2018,4,Pamplona,232,1825,2057
1922,201804,2018,4,Ponferrada,420,3258,3678
1923,201804,2018,4,Ponte de Lima,191,2757,2948
1924,201804,2018,4,Resto,3460,0,3460
1925,201804,2018,4,Roncesvalles,317,1508,1825
1926,201804,2018,4,S. Jean P. Port,1508,0,1508
1927,201804,2018,4,Sarria,6613,4367,10980
1928,201804,2018,4,Sevilla,218,0,218
1929,201804,2018,4,Triacastela,245,4122,4367
1930,201804,2018,4,Tui,1251,3939,5190
1931,201804,2018,4,Valença do Minho,991,2948,3939
1932,201805,2018,5,León,1606,5535,7141
1933,201805,2018,5,Oporto,4602,0,4602
1934,201805,2018,5,Resto,17504,0,17504
1935,201805,2018,5,S. Jean P. Port,5535,0,5535
1936,201805,2018,5,Sarria,9633,7141,16774
1937,201805,2018,5,Tui,1785,4602,6387
1938,201806,2018,6,Astorga,530,10194,10724
1939,201806,2018,6,Burgos,462,8069,8531
1940,201806,2018,6,Cebreiro,1243,11645,12888
1941,201806,2018,6,Ferrol,1561,0,1561
1942,201806,2018,6,Irún,918,0,918
1943,201806,2018,6,Le Puy,574,0,574
1944,201806,2018,6,León,1663,8531,10194
1945,201806,2018,6,Lisboa,407,0,407
1946,201806,2018,6,Lugo - C.P.,433,1318,1751
1947,201806,2018,6,Oporto,3562,0,3562
1948,201806,2018,6,Oporto Costa,781,407,1188
1949,201806,2018,6,Ourense,433,0,433
1950,201806,2018,6,Oviedo - C.P.,1318,0,1318
1951,201806,2018,6,Pamplona,572,7497,8069
1952,201806,2018,6,Ponferrada,921,10724,11645
1953,201806,2018,6,Resto,8099,0,8099
1954,201806,2018,6,Roncesvalles,881,6616,7497
1955,201806,2018,6,S. Jean P. Port,6042,574,6616
1956,201806,2018,6,Sarria,11793,12888,24681
1957,201806,2018,6,Tui,2587,4467,7054
1958,201806,2018,6,Valença do Minho,905,3562,4467
1959,201807,2018,7,Astorga,1358,6457,7815
1960,201807,2018,7,Burgos,466,4622,5088
1961,201807,2018,7,Cebreiro,1578,9612,11190
1962,201807,2018,7,Ferrol,2742,0,2742
1963,201807,2018,7,Irún,860,0,860
1964,201807,2018,7,León,1369,5088,6457
1965,201807,2018,7,Lugo - C.P.,879,1321,2200
1966,201807,2018,7,Oporto,3057,0,3057
1967,201807,2018,7,Oporto Costa,820,0,820
1968,201807,2018,7,Ourense,906,0,906
1969,201807,2018,7,Oviedo - C.P.,1321,0,1321
1970,201807,2018,7,Ponferrada,1148,7815,8963
1971,201807,2018,7,Porriño,486,8502,8988
1972,201807,2018,7,Resto,9807,0,9807
1973,201807,2018,7,Ribadeo,456,860,1316
1974,201807,2018,7,Roncesvalles,710,3912,4622
1975,201807,2018,7,S. Jean P. Port,3912,0,3912
1976,201807,2018,7,Sarria,12898,11190,24088
1977,201807,2018,7,Tui,4035,4467,8502
1978,201807,2018,7,Valença do Minho,1410,3057,4467
1979,201807,2018,7,Vilafranca,649,8963,9612
1980,201808,2018,8,Astorga,764,6715,7479
1981,201808,2018,8,Cebreiro,1816,9685,11501
1982,201808,2018,8,Ferrol,2876,0,2876
1983,201808,2018,8,Irún,1067,0,1067
1984,201808,2018,8,León,1989,4726,6715
1985,201808,2018,8,Lugo - C.P.,992,2432,3424
1986,201808,2018,8,Oporto,3015,0,3015
1987,201808,2018,8,Oporto Costa,927,0,927
