IDX,ID,Anho,Mes,Descripcion,Total,Total_Previo,Total_Acumulado
2562,202103,2021,3,Cebreiro,31,13,44
2563,202103,2021,3,Ferrol,25,0,25
2564,202103,2021,3,Francia - C.F.,2,0,2
2565,202103,2021,3,León,2,5,7
2566,202103,2021,3,Lisboa,2,0,2
2567,202103,2021,3,Lugo - C.P.,5,5,10
2568,202103,2021,3,Madrid - C.F.,2,0,2
2569,202103,2021,3,Monforte de Lemos,2,2,4
2570,202103,2021,3,Montserrat,1,0,1
2571,202103,2021,3,O Barco de Valdeorras,1,1,2
2572,202103,2021,3,Ourense,3,0,3
2573,202103,2021,3,Oviedo - C.P.,5,0,5
2574,202103,2021,3,Ponferrada,4,9,13
2575,202103,2021,3,Ponferrada. C.Inv.,1,0,1
2576,202103,2021,3,Resto,12,0,12
2577,202103,2021,3,Sarria,70,44,114
2578,202103,2021,3,Sevilla,2,0,2
2579,202103,2021,3,Tui,12,0,12
2580,202103,2021,3,Vigo,6,4,10
2581,202104,2021,4,A Coruña,11,0,11
2582,202104,2021,4,Burgos,7,17,24
2583,202104,2021,4,Cebreiro,138,50,188
2584,202104,2021,4,Ferrol,67,0,67
2585,202104,2021,4,Finisterra,13,0,13
2586,202104,2021,4,Fonsagrada - C.P.,16,12,28
2587,202104,2021,4,León,14,24,38
2588,202104,2021,4,Lugo - C.P.,30,28,58
2589,202104,2021,4,Oporto,17,0,17
2590,202104,2021,4,Ourense,51,0,51
2591,202104,2021,4,Oviedo - C.P.,12,0,12
2592,202104,2021,4,Pamplona,10,7,17
2593,202104,2021,4,Ponferrada,12,38,50
2594,202104,2021,4,Resto,125,0,125
2595,202104,2021,4,S. Jean P. Port,7,0,7
2596,202104,2021,4,Samos,7,0,7
2597,202104,2021,4,Sarria,287,202,489
2598,202104,2021,4,Triacastela,7,188,195
2599,202104,2021,4,Tui,155,27,182
2600,202104,2021,4,Valença do Minho,10,17,27
2601,202104,2021,4,Vigo,28,0,28
2602,202105,2021,5,A Guarda,39,39,78
2603,202105,2021,5,Astorga,40,295,335
2604,202105,2021,5,Cebreiro,226,414,640
2605,202105,2021,5,Ferrol,334,0,334
2606,202105,2021,5,Irún,47,0,47
2607,202105,2021,5,León,100,195,295
2608,202105,2021,5,Lugo - C.P.,95,136,231
2609,202105,2021,5,Madrid - C.F.,47,0,47
2610,202105,2021,5,Oporto,194,0,194
2611,202105,2021,5,Oporto Costa,39,0,39
2612,202105,2021,5,Ourense,52,42,94
2613,202105,2021,5,Oviedo - C.P.,136,0,136
2614,202105,2021,5,Ponferrada,79,335,414
2615,202105,2021,5,Ponte de Lima,48,194,242
2616,202105,2021,5,Resto,926,0,926
2617,202105,2021,5,Roncesvalles,81,67,148
2618,202105,2021,5,S. Jean P. Port,67,0,67
2619,202105,2021,5,Sarria,1289,640,1929
2620,202105,2021,5,Tui,272,384,656
2621,202105,2021,5,Valença do Minho,142,242,384
2622,202105,2021,5,Verín,42,0,42
2623,202106,2021,6,Astorga,171,1652,1823
2624,202106,2021,6,Barcelona,229,0,229
2625,202106,2021,6,Cebreiro,412,2066,2478
2626,202106,2021,6,Com. Valenciana - C.F.,108,0,108
2627,202106,2021,6,Ferrol,707,0,707
2628,202106,2021,6,Irún,172,0,172
2629,202106,2021,6,León,382,1270,1652
2630,202106,2021,6,Lugo - C.P.,182,463,645
2631,202106,2021,6,Madrid - C.F.,135,0,135
2632,202106,2021,6,Oporto,811,0,811
2633,202106,2021,6,Oporto Costa,168,0,168
2634,202106,2021,6,Ourense,131,0,131
2635,202106,2021,6,Oviedo - C.P.,463,0,463
2636,202106,2021,6,Pamplona,124,674,798
2637,202106,2021,6,Ponferrada,243,1823,2066
2638,202106,2021,6,Resto,3294,0,3294
2639,202106,2021,6,Roncesvalles,315,359,674
2640,202106,2021,6,S. Jean P. Port,359,0,359
2641,202106,2021,6,Sarria,4708,2478,7186
2642,202106,2021,6,Tui,1140,1381,2521
2643,202106,2021,6,Valença do Minho,570,811,1381
2644,202107,2021,7,A Guarda,392,336,728
2645,202107,2021,7,Astorga,389,2165,2554
2646,202107,2021,7,Cebreiro,936,3794,4730
2647,202107,2021,7,Ferrol,2101,0,2101
2648,202107,2021,7,Irún,395,0,395
2649,202107,2021,7,León,717,1448,2165
2650,202107,2021,7,Lugo - C.P.,722,1024,1746
2651,202107,2021,7,Oporto,1126,0,1126
2652,202107,2021,7,Oporto Costa,336,0,336
2653,202107,2021,7,Ourense,310,0,310
2654,202107,2021,7,Oviedo - C.P.,1024,0,1024
2655,202107,2021,7,Ponferrada,922,2554,3476
2656,202107,2021,7,Resto,7161,0,7161
2657,202107,2021,7,Ribadeo,305,395,700
2658,202107,2021,7,Roncesvalles,513,935,1448
2659,202107,2021,7,S. Jean P. Port,935,0,935
2660,202107,2021,7,Sarria,11243,4730,15973
2661,202107,2021,7,Tui,3151,1747,4898
2662,202107,2021,7,Valença do Minho,621,1126,1747
2663,202107,2021,7,Vigo,346,728,1074
2664,202107,2021,7,Vilafranca,318,3476,3794
2665,202108,2021,8,Astorga,383,3426,3809
2666,202108,2021,8,Baiona,397,474,871
2667,202108,2021,8,Cebreiro,1027,4701,5728
2668,202108,2021,8,Com. Valenciana - C.F.,435,0,435
2669,202108,2021,8,Ferrol,2959,0,2959
2670,202108,2021,8,Irún,474,0,474
2671,202108,2021,8,León,968,2458,3426
2672,202108,2021,8,Lugo - C.P.,795,1365,2160
2673,202108,2021,8,Oporto,1318,0,1318
2674,202108,2021,8,Oporto Costa,474,0,474
2675,202108,2021,8,Ourense,365,0,365
2676,202108,2021,8,Oviedo - C.P.,1365,0,1365
2677,202108,2021,8,Ponferrada,892,3809,4701
2678,202108,2021,8,Resto,8226,0,8226
2679,202108,2021,8,Ribadeo,385,474,859
2680,202108,2021,8,Roncesvalles,680,1343,2023
2681,202108,2021,8,S. Jean P. Port,1343,0,1343
2682,202108,2021,8,Sarria,15201,5728,20929
2683,202108,2021,8,Tui,4463,2348,6811
2684,202108,2021,8,Valença do Minho,1030,1318,2348
2685,202108,2021,8,Vigo,395,871,1266
2686,202109,2021,9,Astorga,447,4169,4616
2687,202109,2021,9,Barcelona,312,0,312
2688,202109,2021,9,Cebreiro,1057,5292,6349
2689,202109,2021,9,Ferrol,1995,0,1995
2690,202109,2021,9,Irún,447,0,447
2691,202109,2021,9,Le Puy,378,0,378
2692,202109,2021,9,León,900,3269,4169
2693,202109,2021,9,Lugo - C.P.,444,1367,1811
2694,202109,2021,9,Madrid - C.F.,316,0,316
2695,202109,2021,9,Oporto,2282,0,2282
2696,202109,2021,9,Oporto Costa,617,0,617
2697,202109,2021,9,Oviedo - C.P.,1367,0,1367
2698,202109,2021,9,Ponferrada,676,4616,5292
2699,202109,2021,9,Resto,7402,0,7402
2700,202109,2021,9,Resto Galicia,341,0,341
2701,202109,2021,9,Roncesvalles,599,2042,2641
2702,202109,2021,9,S. Jean P. Port,1664,378,2042
2703,202109,2021,9,Sarria,11878,6690,18568
2704,202109,2021,9,Tui,2989,3304,6293
2705,202109,2021,9,Valença do Minho,1022,2282,3304
2706,202109,2021,9,Vigo,330,617,947
2707,202110,2021,10,Astorga,308,4937,5245
2708,202110,2021,10,Cebreiro,690,5896,6586
2709,202110,2021,10,Ferrol,1568,0,1568
2710,202110,2021,10,Irún,481,0,481
2711,202110,2021,10,Le Puy,354,0,354
2712,202110,2021,10,León,677,3994,4671
2713,202110,2021,10,Lugo - C.P.,307,1115,1422
2714,202110,2021,10,Oporto,2193,0,2193
2715,202110,2021,10,Oporto Costa,615,0,615
2716,202110,2021,10,Ourense,309,0,309
2717,202110,2021,10,Oviedo - C.P.,1115,0,1115
2718,202110,2021,10,Pamplona,310,3684,3994
2719,202110,2021,10,Ponferrada,651,5245,5896
2720,202110,2021,10,Resto,6451,0,6451
2721,202110,2021,10,Roncesvalles,625,3059,3684
2722,202110,2021,10,S. Jean P. Port,2705,354,3059
2723,202110,2021,10,Sarria,8047,6586,14633
2724,202110,2021,10,Sevilla,266,0,266
2725,202110,2021,10,Tui,2155,3274,5429
2726,202110,2021,10,Valença do Minho,1081,2193,3274
2727,202110,2021,10,Vigo,262,615,877
2728,202111,2021,11,A Guarda,84,206,290
2729,202111,2021,11,Cebreiro,301,1817,2118
2730,202111,2021,11,Ferrol,629,0,629
2731,202111,2021,11,Francia - C.F.,109,0,109
2732,202111,2021,11,Irún,139,0,139
2733,202111,2021,11,Le Puy,129,0,129
2734,202111,2021,11,León,178,1399,1577
2735,202111,2021,11,Lugo - C.P.,127,241,368
2736,202111,2021,11,Oporto,617,0,617
2737,202111,2021,11,Oporto Costa,206,0,206
2738,202111,2021,11,Ourense,120,0,120
2739,202111,2021,11,Oviedo - C.P.,241,0,241
2740,202111,2021,11,Pamplona,110,1289,1399
2741,202111,2021,11,Ponferrada,153,1664,1817
2742,202111,2021,11,Resto,1904,0,1904
2743,202111,2021,11,Roncesvalles,174,1115,1289
2744,202111,2021,11,S. Jean P. Port,877,238,1115
2745,202111,2021,11,Sarria,2055,2118,4173
2746,202111,2021,11,Sevilla,87,0,87
2747,202111,2021,11,Tui,544,927,1471
2748,202111,2021,11,Valença do Minho,310,617,927
2749,202112,2021,12,A Guarda,11,16,27
2750,202112,2021,12,Astorga,11,178,189
2751,202112,2021,12,Cebreiro,56,204,260
2752,202112,2021,12,Ferrol,64,0,64
2753,202112,2021,12,Francia - C.F.,14,0,14
2754,202112,2021,12,Le Puy,28,0,28
2755,202112,2021,12,León,14,164,178
2756,202112,2021,12,Lisboa,16,0,16
2757,202112,2021,12,Lugo - C.P.,20,22,42
2758,202112,2021,12,Oporto,49,0,49
2759,202112,2021,12,Ourense,27,0,27
2760,202112,2021,12,Oviedo - C.P.,22,0,22
2761,202112,2021,12,Pamplona,21,143,164
2762,202112,2021,12,Ponferrada,15,189,204
2763,202112,2021,12,Resto,193,0,193
2764,202112,2021,12,Roncesvalles,20,123,143
2765,202112,2021,12,S. Jean P. Port,81,42,123
2766,202112,2021,12,Sarria,371,260,631
2767,202112,2021,12,Tui,108,82,190
2768,202112,2021,12,Valença do Minho,33,49,82
2769,202112,2021,12,Vigo,19,27,46
2770,202201,2022,1,A Guarda,16,37,53
2771,202201,2022,1,Cebreiro,82,228,310
2772,202201,2022,1,Ferrol,114,0,114
2773,202201,2022,1,León,57,116,173
2774,202201,2022,1,Lisboa,16,0,16
2775,202201,2022,1,Mérida,18,0,18
2776,202201,2022,1,Oporto,107,0,107
2777,202201,2022,1,Oporto Costa,21,16,37
2778,202201,2022,1,Ourense,18,0,18
2779,202201,2022,1,Oviedo - C.P.,37,0,37
2780,202201,2022,1,Pamplona,21,95,116
2781,202201,2022,1,Ponferrada,37,191,228
2782,202201,2022,1,Ponferrada. C.Inv.,32,0,32
2783,202201,2022,1,Resto,249,0,249
2784,202201,2022,1,Resto Galicia,24,0,24
2785,202201,2022,1,Roncesvalles,13,82,95
2786,202201,2022,1,S. Jean P. Port,82,0,82
2787,202201,2022,1,Sarria,474,334,808
2788,202201,2022,1,Tui,113,163,276
2789,202201,2022,1,Valença do Minho,56,107,163
2790,202201,2022,1,Vigo,30,53,83
2791,202202,2022,2,Cebreiro,54,279,333
2792,202202,2022,2,Ferrol,106,0,106
2793,202202,2022,2,Fonsagrada - C.P.,113,38,151
2794,202202,2022,2,León,46,166,212
2795,202202,2022,2,Lisboa,32,0,32
2796,202202,2022,2,Lugo - C.P.,27,151,178
2797,202202,2022,2,Oporto,159,19,178
2798,202202,2022,2,Oporto Costa,24,32,56
2799,202202,2022,2,Ourense,21,0,21
2800,202202,2022,2,Oviedo - C.P.,38,0,38
2801,202202,2022,2,Pamplona,32,134,166
2802,202202,2022,2,Ponferrada,36,243,279
2803,202202,2022,2,Ponferrada. C.Inv.,28,0,28
2804,202202,2022,2,Resto,355,0,355
2805,202202,2022,2,Resto Portugal,19,0,19
2806,202202,2022,2,Roncesvalles,45,89,134
2807,202202,2022,2,S. Jean P. Port,89,0,89
2808,202202,2022,2,Sarria,473,333,806
2809,202202,2022,2,Sevilla,31,0,31
2810,202202,2022,2,Tui,175,309,484
2811,202202,2022,2,Valença do Minho,131,178,309
2812,202203,2022,3,Burgos,51,290,341
2813,202203,2022,3,Cebreiro,209,667,876
2814,202203,2022,3,Ferrol,368,0,368
2815,202203,2022,3,León,137,341,478
2816,202203,2022,3,Lisboa,89,0,89
2817,202203,2022,3,Lugo - C.P.,80,166,246
2818,202203,2022,3,Oporto,881,0,881
2819,202203,2022,3,Oporto Costa,175,89,264
2820,202203,2022,3,Oviedo - C.P.,166,0,166
2821,202203,2022,3,Pamplona,52,238,290
2822,202203,2022,3,Ponferrada,123,544,667
2823,202203,2022,3,Ponte de Lima,59,881,940
2824,202203,2022,3,Resto,1060,0,1060
2825,202203,2022,3,Resto Galicia,68,0,68
2826,202203,2022,3,Roncesvalles,59,179,238
2827,202203,2022,3,S. Jean P. Port,179,0,179
2828,202203,2022,3,Sarria,2741,944,3685
2829,202203,2022,3,Sevilla,66,0,66
2830,202203,2022,3,Tui,458,1212,1670
2831,202203,2022,3,Valença do Minho,272,940,1212
2832,202203,2022,3,Vigo,96,264,360
2833,202204,2022,4,Cebreiro,725,2827,3552
2834,202204,2022,4,Ferrol,1682,0,1682
2835,202204,2022,4,Irún,255,0,255
2836,202204,2022,4,León,453,1965,2418
2837,202204,2022,4,Lugo - C.P.,484,535,1019
2838,202204,2022,4,Madrid - C.F.,446,0,446
2839,202204,2022,4,Oporto,2774,0,2774
2840,202204,2022,4,Oporto Costa,600,0,600
2841,202204,2022,4,Ourense,563,0,563
2842,202204,2022,4,Oviedo - C.P.,535,0,535
2843,202204,2022,4,Ponferrada,409,2418,2827
2844,202204,2022,4,Ponte de Lima,265,2774,3039
2845,202204,2022,4,Porriño,485,7084,7569
2846,202204,2022,4,Resto,6085,0,6085
2847,202204,2022,4,Resto de Galicia,239,0,239
2848,202204,2022,4,Roncesvalles,425,1094,1519
2849,202204,2022,4,S. Jean P. Port,1094,0,1094
2850,202204,2022,4,Sarria,12278,3791,16069
2851,202204,2022,4,Tui,2665,4419,7084
2852,202204,2022,4,Valença do Minho,1380,3039,4419
2853,202204,2022,4,Vigo,441,600,1041
2854,202205,2022,5,Astorga,495,7607,8102
2855,202205,2022,5,Baiona,516,1209,1725
2856,202205,2022,5,Cebreiro,795,8813,9608
2857,202205,2022,5,Ferrol,2288,0,2288
2858,202205,2022,5,Irún,640,0,640
2859,202205,2022,5,Le Puy,475,0,475
2860,202205,2022,5,León,1158,5981,7139
2861,202205,2022,5,Lugo - C.P.,791,1301,2092
2862,202205,2022,5,Oporto,5047,0,5047
2863,202205,2022,5,Oporto Costa,1209,0,1209
2864,202205,2022,5,Oviedo - C.P.,1301,0,1301
2865,202205,2022,5,Pamplona,467,5514,5981
2866,202205,2022,5,Ponferrada,711,8102,8813
2867,202205,2022,5,Resto,9254,0,9254
2868,202205,2022,5,Roncesvalles,735,4779,5514
2869,202205,2022,5,S. Jean P. Port,4304,475,4779
2870,202205,2022,5,Sarria,12982,9608,22590
2871,202205,2022,5,Sevilla,468,0,468
2872,202205,2022,5,Tui,2896,6213,9109
2873,202205,2022,5,Valença do Minho,1166,5047,6213
2874,202205,2022,5,Vigo,556,1725,2281
2875,202206,2022,6,Astorga,442,7798,8240
2876,202206,2022,6,Baiona,550,1740,2290
2877,202206,2022,6,Cebreiro,1069,9002,10071
2878,202206,2022,6,Ferrol,2291,0,2291
2879,202206,2022,6,Irún,988,0,988
2880,202206,2022,6,Le Puy,604,0,604
2881,202206,2022,6,León,1241,6557,7798
2882,202206,2022,6,Lisboa,426,0,426
2883,202206,2022,6,Lugo - C.P.,605,1617,2222
2884,202206,2022,6,Oporto,4577,0,4577
2885,202206,2022,6,Oporto Costa,1314,426,1740
2886,202206,2022,6,Ourense,419,0,419
2887,202206,2022,6,Oviedo - C.P.,1617,0,1617
2888,202206,2022,6,Ponferrada,762,8240,9002
2889,202206,2022,6,Resto,12139,0,12139
2890,202206,2022,6,Roncesvalles,855,5702,6557
2891,202206,2022,6,S. Jean P. Port,5098,604,5702
2892,202206,2022,6,Sarria,16948,10071,27019
2893,202206,2022,6,Tui,3571,6233,9804
2894,202206,2022,6,Valença do Minho,1656,4577,6233
2895,202206,2022,6,Vigo,840,2290,3130
2896,202207,2022,7,Astorga,856,5169,6025
2897,202207,2022,7,Baiona,763,1109,1872
2898,202207,2022,7,Cebreiro,1312,7086,8398
2899,202207,2022,7,Ferrol,3585,0,3585
2900,202207,2022,7,Irún,945,0,945
2901,202207,2022,7,León,1105,4064,5169
2902,202207,2022,7,Lugo - C.P.,1091,1654,2745
2903,202207,2022,7,Oporto,3103,0,3103
2904,202207,2022,7,Oporto Costa,1109,0,1109
2905,202207,2022,7,Ourense,969,0,969
2906,202207,2022,7,Oviedo - C.P.,1654,0,1654
2907,202207,2022,7,Ponferrada,1061,6025,7086
2908,202207,2022,7,Porriño,798,10875,11673
2909,202207,2022,7,Resto,14625,0,14625
2910,202207,2022,7,Roncesvalles,673,3391,4064
2911,202207,2022,7,S. Jean P. Port,3391,0,3391
2912,202207,2022,7,Sarria,20541,9155,29696
2913,202207,2022,7,Triacastela,757,8398,9155
2914,202207,2022,7,Tui,6317,4558,10875
2915,202207,2022,7,Valença do Minho,1455,3103,4558
2916,202207,2022,7,Vigo,1264,1872,3136
2917,202208,2022,8,Astorga,609,4962,5571
2918,202208,2022,8,Baiona,996,1298,2294
2919,202208,2022,8,Cebreiro,1548,6652,8200
2920,202208,2022,8,Ferrol,6389,0,6389
2921,202208,2022,8,Irún,856,0,856
2922,202208,2022,8,León,1363,3599,4962
2923,202208,2022,8,Lugo - C.P.,2245,2280,4525
2924,202208,2022,8,Oporto,3849,0,3849
2925,202208,2022,8,Oporto Costa,1298,0,1298
2926,202208,2022,8,Ourense,1697,0,1697
2927,202208,2022,8,Oviedo - C.P.,2280,0,2280
2928,202208,2022,8,Ponferrada,1081,5571,6652
2929,202208,2022,8,Porriño,1386,14110,15496
2930,202208,2022,8,Resto,16171,0,16171
2931,202208,2022,8,Roncesvalles,816,2783,3599
2932,202208,2022,8,S. Jean P. Port,2783,0,2783
2933,202208,2022,8,Sarria,27123,8200,35323
2934,202208,2022,8,Tui,8438,5672,14110
2935,202208,2022,8,Valença do Minho,1823,3849,5672
2936,202208,2022,8,Vigo,2212,2294,4506
2937,202208,2022,8,Vilalba,879,856,1735
2938,202209,2022,9,Astorga,538,6555,7093
2939,202209,2022,9,Baiona,890,1640,2530
2940,202209,2022,9,Burgos,466,4611,5077
2941,202209,2022,9,Cebreiro,1172,8086,9258
2942,202209,2022,9,Ferrol,3392,0,3392
2943,202209,2022,9,Irún,675,0,675
2944,202209,2022,9,Le Puy,540,0,540
2945,202209,2022,9,León,1478,5077,6555
2946,202209,2022,9,Lugo - C.P.,840,1841,2681
2947,202209,2022,9,Oporto,5736,0,5736
2948,202209,2022,9,Oporto Costa,1640,0,1640
2949,202209,2022,9,Ourense,587,0,587
2950,202209,2022,9,Oviedo - C.P.,1841,0,1841
2951,202209,2022,9,Ponferrada,993,7093,8086
2952,202209,2022,9,Resto,12306,0,12306
2953,202209,2022,9,Roncesvalles,707,3904,4611
2954,202209,2022,9,S. Jean P. Port,3364,540,3904
2955,202209,2022,9,Sarria,20628,9258,29886
2956,202209,2022,9,Tui,5255,7590,12845
2957,202209,2022,9,Valença do Minho,1854,5736,7590
2958,202209,2022,9,Vigo,1294,2530,3824
2959,202210,2022,10,Baiona,576,1881,2457
2960,202210,2022,10,Cebreiro,742,9253,9995
2961,202210,2022,10,Ferrol,1912,0,1912
2962,202210,2022,10,Irún,833,0,833
2963,202210,2022,10,Le Puy,529,0,529
2964,202210,2022,10,León,985,7597,8582
2965,202210,2022,10,Lisboa,469,0,469
2966,202210,2022,10,Lugo - C.P.,502,1319,1821
2967,202210,2022,10,Oporto,4612,0,4612
2968,202210,2022,10,Oporto Costa,1412,469,1881
2969,202210,2022,10,Ourense,377,0,377
2970,202210,2022,10,Oviedo - C.P.,1319,0,1319
2971,202210,2022,10,Pamplona,441,7156,7597
2972,202210,2022,10,Ponferrada,671,8582,9253
2973,202210,2022,10,Resto,9401,0,9401
2974,202210,2022,10,Roncesvalles,945,6211,7156
2975,202210,2022,10,S. Jean P. Port,5682,529,6211
2976,202210,2022,10,Sarria,14497,9995,24492
2977,202210,2022,10,Tui,2906,6337,9243
2978,202210,2022,10,Valença do Minho,1725,4612,6337
2979,202210,2022,10,Vigo,820,2457,3277
2980,202211,2022,11,Cebreiro,316,2658,2974
2981,202211,2022,11,Ferrol,487,0,487
2982,202211,2022,11,Irún,203,0,203
2983,202211,2022,11,Le Puy,174,0,174
2984,202211,2022,11,León,216,2264,2480
2985,202211,2022,11,Madrid - C.F.,169,0,169
2986,202211,2022,11,Oporto,759,0,759
2987,202211,2022,11,Oporto Costa,247,0,247
2988,202211,2022,11,Ourense,376,0,376
2989,202211,2022,11,Oviedo - C.P.,281,0,281
2990,202211,2022,11,Pamplona,143,1952,2095
2991,202211,2022,11,Ponferrada,178,2480,2658
2992,202211,2022,11,Ponferrada. C.Inv.,189,0,189
2993,202211,2022,11,Ponte de sa,150,203,353
2994,202211,2022,11,Resto,2350,0,2350
2995,202211,2022,11,Roncesvalles,172,1780,1952
2996,202211,2022,11,S. Jean P. Port,1606,174,1780
2997,202211,2022,11,Sarria,2333,2974,5307
2998,202211,2022,11,Tui,503,1050,1553
2999,202211,2022,11,Valença do Minho,291,759,1050
3000,202211,2022,11,Vigo,140,247,387
3001,202212,2022,12,A Guarda,67,142,209
3002,202212,2022,12,Cebreiro,217,625,842
3003,202212,2022,12,Corrubedo,65,0,65
3004,202212,2022,12,Ferrol,328,0,328
3005,202212,2022,12,Le Puy,52,0,52
3006,202212,2022,12,León,67,497,564
3007,202212,2022,12,Lisboa,69,0,69
3008,202212,2022,12,Lugo - C.P.,51,82,133
3009,202212,2022,12,Oporto,238,0,238
3010,202212,2022,12,Oporto Costa,73,69,142
3011,202212,2022,12,Ourense,70,0,70
3012,202212,2022,12,Oviedo - C.P.,82,0,82
3013,202212,2022,12,Ponferrada,61,564,625
3014,202212,2022,12,Resto,980,0,980
3015,202212,2022,12,Ribadeo,147,0,147
3016,202212,2022,12,Roncesvalles,94,403,497
3017,202212,2022,12,S. Jean P. Port,351,52,403
3018,202212,2022,12,Sarria,1029,842,1871
3019,202212,2022,12,Tui,422,379,801
3020,202212,2022,12,Valença do Minho,141,238,379
3021,202212,2022,12,Vigo,79,209,288
