,ID,Anho,Mes,Descripcion,Total
346,201308,2013,8,<30,16899
347,201308,2013,8,>60,2540
348,201309,2013,9,30-60,17792
349,201309,2013,9,<30,7009
350,201309,2013,9,>60,6093
351,201310,2013,10,30-60,11352
352,201310,2013,10,<30,3574
353,201310,2013,10,>60,4681
354,201311,2013,11,30-60,2856
355,201311,2013,11,<30,1380
356,201311,2013,11,>60,671
357,201312,2013,12,30-60,1069
358,201312,2013,12,<30,403
359,201312,2013,12,>60,187
360,201401,2014,1,30-60,511
361,201401,2014,1,<30,333
362,201401,2014,1,>60,62
363,201402,2014,2,30-60,452
364,201402,2014,2,<30,431
365,201402,2014,2,>60,87
366,201403,2014,3,30-60,1713
367,201403,2014,3,<30,1136
368,201403,2014,3,>60,301
369,201404,2014,4,30-60,9534
370,201404,2014,4,<30,5700
371,201404,2014,4,>60,2113
372,201405,2014,5,30-60,15739
373,201405,2014,5,<30,3914
374,201405,2014,5,>60,7701
375,201406,2014,6,30-60,18582
376,201406,2014,6,<30,6529
377,201406,2014,6,>60,7910
378,201407,2014,7,30-60,19694
379,201407,2014,7,<30,16144
380,201407,2014,7,>60,3743
381,201408,2014,8,30-60,29307
382,201408,2014,8,<30,18938
383,201408,2014,8,>60,2973
384,201409,2014,9,30-60,19420
385,201409,2014,9,<30,7608
386,201409,2014,9,>60,7429
387,201410,2014,10,30-60,12656
388,201410,2014,10,<30,4951
389,201410,2014,10,>60,5598
390,201411,2014,11,30-60,2979
391,201411,2014,11,<30,1126
392,201411,2014,11,>60,698
393,201412,2014,12,30-60,1176
394,201412,2014,12,<30,536
395,201412,2014,12,>60,158
396,201501,2015,1,30-60,743
397,201501,2015,1,<30,421
398,201501,2015,1,>60,53
399,201502,2015,2,30-60,672
400,201502,2015,2,<30,799
401,201502,2015,2,>60,73
402,201503,2015,3,30-60,2229
403,201503,2015,3,<30,2436
404,201503,2015,3,>60,415
405,201504,2015,4,30-60,9965
406,201504,2015,4,<30,5090
407,201504,2015,4,>60,2666
408,201505,2015,5,30-60,18000
409,201505,2015,5,<30,4553
410,201505,2015,5,>60,8523
411,201506,2015,6,30-60,20059
412,201506,2015,6,<30,6997
413,201506,2015,6,>60,8867
414,201507,2015,7,30-60,21615
415,201507,2015,7,<30,18721
416,201507,2015,7,>60,4458
417,201508,2015,8,30-60,30778
418,201508,2015,8,<30,20809
419,201508,2015,8,>60,3207
420,201509,2015,9,30-60,20947
421,201509,2015,9,<30,8205
422,201509,2015,9,>60,8277
423,201510,2015,10,30-60,14519
424,201510,2015,10,<30,4745
425,201510,2015,10,>60,6312
426,201511,2015,11,30-60,3178
427,201511,2015,11,<30,1329
428,201511,2015,11,>60,721
429,201512,2015,12,30-60,1318
430,201512,2015,12,<30,581
431,201512,2015,12,>60,163
432,201601,2016,1,30-60,802
433,201601,2016,1,<30,419
434,201601,2016,1,>60,83
435,201602,2016,2,30-60,891
436,201602,2016,2,<30,709
437,201602,2016,2,>60,133
438,201603,2016,3,30-60,5427
439,201603,2016,3,<30,4858
440,201603,2016,3,>60,782
441,201604,2016,4,30-60,8429
442,201604,2016,4,<30,3562
443,201604,2016,4,>60,3109
444,201605,2016,5,30-60,18743
445,201605,2016,5,<30,4557
446,201605,2016,5,>60,9476
447,201606,2016,6,30-60,20887
448,201606,2016,6,<30,8121
449,201606,2016,6,>60,10062
450,201607,2016,7,30-60,22962
451,201607,2016,7,<30,17729
452,201607,2016,7,>60,4780
453,201608,2016,8,30-60,31161
454,201608,2016,8,<30,18849
455,201608,2016,8,>60,3694
456,201609,2016,9,30-60,22173
457,201609,2016,9,<30,8939
458,201609,2016,9,>60,9037
459,201610,2016,10,30-60,16229
460,201610,2016,10,<30,5196
461,201610,2016,10,>60,6797
462,201611,2016,11,30-60,3841
463,201611,2016,11,<30,1582
464,201611,2016,11,>60,971
465,201612,2016,12,30-60,1608
466,201612,2016,12,<30,939
467,201612,2016,12,>60,317
468,201701,2017,1,30-60,824
469,201701,2017,1,<30,457
470,201701,2017,1,>60,73
471,201702,2017,2,30-60,880
472,201702,2017,2,<30,685
473,201702,2017,2,>60,131
474,201703,2017,3,30-60,2608
475,201703,2017,3,<30,2031
476,201703,2017,3,>60,537
477,201704,2017,4,30-60,14462
478,201704,2017,4,<30,9044
479,201704,2017,4,>60,3419
480,201705,2017,5,30-60,20093
481,201705,2017,5,<30,4801
482,201705,2017,5,>60,10453
483,201706,2017,6,30-60,22424
484,201706,2017,6,<30,9230
485,201706,2017,6,>60,9965
486,201707,2017,7,30-60,23361
487,201707,2017,7,<30,19190
488,201707,2017,7,>60,4919
489,201708,2017,8,30-60,32328
490,201708,2017,8,<30,21494
491,201708,2017,8,>60,3858
492,201709,2017,9,30-60,23461
493,201709,2017,9,<30,9227
494,201709,2017,9,>60,9501
495,201710,2017,10,30-60,17884
496,201710,2017,10,<30,5361
497,201710,2017,10,>60,8096
498,201711,2017,11,30-60,4519
499,201711,2017,11,<30,1679
500,201711,2017,11,>60,1148
501,201712,2017,12,30-60,1782
502,201712,2017,12,<30,864
503,201712,2017,12,>60,247
504,201801,2018,1,Resto,740
505,201801,2018,1,Sin establecer,887
506,201802,2018,2,Resto,1129
507,201802,2018,2,Sin establecer,1052
508,201803,2018,3,Resto,5304
509,201803,2018,3,Sin establecer,5752
510,201804,2018,4,Resto,12800
511,201804,2018,4,Sin establecer,9268
512,201805,2018,5,30-60,23010
513,201805,2018,5,<30,5974
514,201805,2018,5,>60,11681
515,201806,2018,6,Resto,23783
516,201806,2018,6,Sin establecer,21902
517,201807,2018,7,Resto,27045
518,201807,2018,7,Sin establecer,23822
519,201808,2018,8,Resto,34409
520,201808,2018,8,Sin establecer,26006
521,201809,2018,9,Resto,26306
522,201809,2018,9,Sin establecer,20700
523,201810,2018,10,Resto,18574
524,201810,2018,10,Sin establecer,17028
525,201811,2018,11,Resto,4235
526,201811,2018,11,Sin establecer,3416
527,201812,2018,12,Resto,1301
528,201812,2018,12,Sin establecer,1252
529,201901,2019,1,30-60,1042
530,201901,2019,1,<30,478
531,201901,2019,1,>60,131
532,201902,2019,2,30-60,1128
533,201902,2019,2,<30,761
534,201902,2019,2,>60,230
535,201903,2019,3,30-60,3883
536,201903,2019,3,<30,2651
537,201903,2019,3,>60,940
538,201904,2019,4,30-60,17354
539,201904,2019,4,<30,9665
540,201904,2019,4,>60,4703
541,201905,2019,5,30-60,25733
542,201905,2019,5,<30,7209
543,201905,2019,5,>60,13731
544,201906,2019,6,30-60,26224
545,201906,2019,6,<30,11021
546,201906,2019,6,>60,11813
547,201907,2019,7,30-60,26051
548,201907,2019,7,<30,21296
549,201907,2019,7,>60,5972
550,201908,2019,8,30-60,36205
551,201908,2019,8,<30,21613
552,201908,2019,8,>60,4996
553,201909,2019,9,30-60,25206
554,201909,2019,9,<30,9667
555,201909,2019,9,>60,10780
556,201910,2019,10,30-60,19833
557,201910,2019,10,<30,6150
558,201910,2019,10,>60,10135
559,201911,2019,11,30-60,5124
560,201911,2019,11,<30,1764
561,201911,2019,11,>60,1386
562,201912,2019,12,30-60,1725
563,201912,2019,12,<30,699
564,201912,2019,12,>60,286
565,202001,2020,1,30-60,1276
566,202001,2020,1,<30,553
567,202001,2020,1,>60,172
568,202002,2020,2,30-60,1605
569,202002,2020,2,<30,1224
570,202002,2020,2,>60,247
571,202003,2020,3,30-60,1090
572,202003,2020,3,<30,659
573,202003,2020,3,>60,199
574,202004,2020,4,30-60,0
575,202004,2020,4,<30,0
576,202004,2020,4,>60,0
